69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
2,3,4,5,6,2,3,4,5,6,7,2,3,4,2,3,4,5,6,7
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,32,33,34,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,58,51,-1,-1,-1,-1,-1,-1,-1,32,33,36,37,-1,-1,-1,-1,-1
-1,58,68,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
62,68,60,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,62,63
60,60,60,61,62,64,65,66,67,62,63,62,63,64,65,66,67,68,69,69
