69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
6,7,2,3,4,5,6,7,2,3,4,5,6,7,2,3,4,5,6,7
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,32,33,34,35,36,33,34,35,36,33,34,35,36,35,36,37,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,65,66,67,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,64,65,66,67
69,69,69,69,61,51,-1,-1,-1,-1,-1,-1,-1,-1,58,68,69,69,69,69
