30,52,53,54,55,54,53,54,52,53,54,55,53,52,55,54,53,52,55,54
6,62,63,60,61,62,63,61,60,61,62,63,60,61,62,63,60,61,4,29
61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,5
-1,-1,-1,32,35,-1,-1,-1,40,41,42,43,-1,-1,-1,32,35,-1,20,13
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,21
-1,-1,-1,-1,-1,-1,34,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,4,29
-1,-1,-1,-1,-1,0,3,-1,32,33,34,35,-1,0,3,-1,-1,-1,12,13
36,-1,-1,-1,-1,8,11,-1,-1,-1,-1,-1,-1,8,11,-1,-1,-1,20,21
30,37,38,39,37,38,36,38,39,37,36,37,38,36,37,38,39,37,28,21
30,44,45,46,47,44,45,46,44,45,46,47,45,46,45,44,45,46,47,47
