30,52,53,54,55,54,53,-1,-1,-1,-1,-1,-1,52,55,54,53,52,55,54
6,7,63,60,61,62,63,34,-1,-1,-1,-1,33,61,62,63,60,61,4,29
6,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,5
14,23,-1,-1,-1,-1,-1,-1,-1,32,35,-1,-1,-1,-1,-1,-1,-1,20,13
22,31,-1,-1,-1,32,33,34,35,-1,-1,32,33,34,35,-1,-1,-1,28,5
30,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,13
22,15,-1,32,33,34,35,-1,-1,-1,-1,-1,-1,32,33,34,35,-1,12,21
30,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,29
30,31,38,39,37,38,36,36,37,38,36,37,38,39,37,38,39,37,28,21
30,44,45,46,47,44,44,45,46,44,45,46,47,46,45,44,45,46,47,47
