30,52,53,54,55,54,53,-1,-1,-1,-1,-1,-1,52,55,54,53,52,55,54
6,62,63,60,61,62,63,-1,-1,-1,-1,-1,-1,61,62,63,60,61,62,29
61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63
-1,-1,-1,32,34,33,34,35,-1,-1,-1,-1,32,33,34,33,35,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,8,11,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,32,33,34,33,35,-1,16,19,-1,32,34,33,34,35,-1,-1,-1
36,-1,-1,-1,-1,-1,-1,-1,-1,24,27,-1,-1,-1,-1,-1,-1,-1,-1,37
30,37,38,39,37,38,36,-1,-1,-1,-1,-1,-1,36,37,38,39,37,36,21
30,44,45,46,47,44,45,-1,-1,-1,-1,-1,-1,46,45,44,45,46,47,47
