53,54,52,53,54,55,60,-1,-1,-1,-1,-1,-1,63,52,53,45,46,45,46
52,60,60,61,62,63,-1,-1,-1,-1,-1,-1,-1,-1,60,61,63,54,44,45
60,-1,-1,-1,-1,-1,-1,-1,-1,32,35,-1,-1,-1,-1,-1,-1,53,52,53
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,45,46
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,35,-1,-1,-1,55,45,46
-1,-1,-1,-1,32,33,34,35,-1,-1,-1,-1,-1,-1,-1,-1,37,53,53,54
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,45,46,46,47
36,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,45,53,54,54,55
44,44,38,38,39,36,36,37,38,39,36,37,38,39,44,46,52,53,45,46
45,44,44,45,46,47,44,45,46,47,44,45,46,47,47,46,52,53,53,54
