30,52,53,54,55,54,53,-1,-1,-1,-1,-1,-1,52,55,54,53,52,55,54
6,44,45,46,47,15,-1,-1,-1,32,35,-1,-1,-1,28,63,60,61,62,29
53,52,53,54,55,7,-1,-1,-1,-1,-1,-1,-1,32,4,-1,-1,-1,-1,45
44,45,46,47,47,15,-1,0,1,3,-1,-1,-1,-1,12,-1,-1,-1,-1,53
52,53,54,55,54,23,-1,8,9,11,-1,-1,32,33,20,-1,0,3,-1,45
44,46,44,46,47,31,-1,16,17,19,-1,-1,-1,-1,28,-1,8,11,-1,55
53,52,53,54,55,7,-1,24,25,27,-1,32,33,35,12,-1,16,19,-1,47
44,45,46,47,44,15,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,24,27,-1,53
52,52,53,54,55,23,32,34,35,-1,-1,-1,-1,-1,28,38,39,37,36,21
30,44,45,46,47,44,45,-1,40,41,-1,-1,-1,46,45,44,45,46,47,47
